timestamp,ema50_dist_neo_usd_6h,ema200_dist_neo_usd_6h,upper_bb_dist_neo_usd_6h,lower_bb_dist_neo_usd_6h,width_bb_neo_usd_6h,rsi_neo_usd_6h,stoch_rsi_fastk_neo_usd_6h,stoch_rsi_fastd_neo_usd_6h,kijun_dist_neo_usd_6h,tenkan_dist_neo_usd_6h
2019-01-02 19:00:00,-6.38,7.63,1.98,-8.18,10.49,58.43,100.0,100.0,-8.84,-8.4
2019-01-03 01:00:00,-4.54,9.44,3.75,-6.56,10.45,54.61,25.83,75.28,-7.23,-6.78
2019-01-03 07:00:00,-2.52,11.53,5.84,-4.67,10.45,50.64,0.0,41.94,-5.36,-4.9
2019-01-03 13:00:00,-0.24,13.98,8.34,-2.71,10.74,46.53,0.0,8.61,-3.16,-2.69
2019-01-03 19:00:00,-0.83,13.14,7.54,-3.53,10.86,47.77,10.39,3.46,-3.76,-3.3
2019-01-04 01:00:00,-1.69,11.95,6.42,-4.54,10.85,49.67,38.81,16.4,-4.67,-4.21
2019-01-04 07:00:00,-0.11,13.61,7.49,-3.08,10.34,46.6,1.75,16.98,-3.14,-2.67
2019-01-04 13:00:00,0.3,13.96,7.45,-2.8,10.02,45.79,0.0,13.52,-2.72,-2.25
2019-01-04 19:00:00,-0.61,12.77,5.63,-3.52,9.05,47.93,55.2,18.99,-3.63,-3.17
2019-01-05 01:00:00,-2.87,9.96,3.17,-5.83,9.12,53.19,100.0,51.73,-5.95,-5.49
2019-01-05 07:00:00,-3.07,9.5,2.99,-6.09,9.22,53.88,100.0,85.07,-6.26,-5.8
2019-01-05 13:00:00,-3.16,9.16,2.91,-6.28,9.34,54.39,100.0,100.0,-6.47,-6.02
2019-01-05 19:00:00,-2.35,9.87,3.65,-5.14,8.86,52.4,69.18,89.73,-5.78,-5.32
2019-01-06 01:00:00,-1.87,10.22,3.93,-4.19,8.13,51.27,0.0,56.39,-5.38,-4.93
2019-01-06 07:00:00,-2.61,9.17,3.0,-4.6,7.66,53.54,72.79,47.32,-6.21,-5.75
2019-01-06 13:00:00,-12.0,-1.88,-4.56,-15.74,12.44,71.84,100.0,57.6,-15.72,-15.31
2019-01-06 19:00:00,-10.66,-0.86,-1.87,-15.73,15.2,68.91,85.75,86.18,-14.85,-14.44
2019-01-07 01:00:00,-12.44,-3.37,-2.24,-18.85,18.56,72.06,100.0,95.25,-17.04,-16.64
2019-01-07 07:00:00,-8.13,1.01,2.96,-15.29,19.45,60.83,39.36,75.04,-13.27,-12.85
2019-01-07 13:00:00,-8.32,0.43,3.15,-15.91,20.37,61.64,7.26,48.87,-13.76,-13.35
2019-01-07 19:00:00,-6.89,1.67,4.92,-14.9,20.87,58.78,0.0,15.54,-12.68,-12.26
2019-01-08 01:00:00,-5.79,2.59,6.29,-14.01,21.12,56.71,0.0,2.42,-11.87,-11.44
2019-01-08 07:00:00,-12.82,-5.58,-0.35,-21.36,23.57,68.09,100.0,33.33,-18.94,-18.55
2019-01-08 13:00:00,-11.68,-4.82,1.76,-20.54,24.61,66.33,84.49,61.5,-18.32,-17.93
2019-01-08 19:00:00,-12.07,-5.71,2.08,-21.08,25.58,67.53,95.06,93.18,-19.14,-18.75
2019-01-09 01:00:00,-14.75,-9.14,0.2,-24.13,27.64,71.76,100.0,93.18,-22.16,-21.78
2019-01-09 07:00:00,-15.8,-10.83,0.16,-25.45,29.32,73.75,100.0,98.35,-23.7,-23.33
2019-01-09 13:00:00,-11.79,-7.03,5.1,-21.25,28.66,63.91,0.0,66.67,-20.51,-20.12
2019-01-09 19:00:00,-9.46,-4.93,7.68,-18.21,27.33,59.51,0.0,33.33,-18.76,-18.37
2019-01-10 01:00:00,-11.3,-7.27,5.58,-19.33,26.75,62.77,22.9,7.63,-20.82,-20.43
2019-01-10 07:00:00,-0.04,4.45,18.69,-8.34,25.7,45.32,0.0,7.63,-10.77,-10.34
2019-01-10 13:00:00,6.99,11.98,27.64,-2.12,26.4,39.03,0.0,7.63,-4.24,-3.78
2019-01-10 19:00:00,4.58,9.55,24.93,-4.07,26.26,41.57,10.68,3.56,-6.23,-5.78
2019-01-11 01:00:00,5.76,10.93,26.68,-2.85,26.39,40.4,5.76,5.48,-4.96,-4.5
2019-01-11 07:00:00,4.08,9.24,24.85,-4.23,26.36,42.27,51.49,22.64,-6.32,-5.87
2019-01-11 13:00:00,2.83,7.97,23.53,-6.3,27.46,43.72,100.0,52.42,-7.34,-6.89
2019-01-11 19:00:00,4.43,9.74,25.8,-5.88,28.81,41.95,46.58,66.02,-5.74,-5.29
2019-01-12 01:00:00,5.53,11.03,27.29,-6.07,30.16,40.65,7.5,51.36,-4.54,-4.08
2019-01-12 07:00:00,5.02,10.61,27.03,-7.42,31.38,41.09,14.44,22.84,-4.81,-4.35
2019-01-12 13:00:00,5.22,10.93,27.54,-8.16,32.55,40.65,0.05,7.33,-4.44,-3.98
2019-01-12 19:00:00,6.04,11.93,28.92,-8.36,33.81,39.47,0.0,4.83,-3.47,-3.0
2019-01-13 01:00:00,5.59,11.58,28.69,-9.53,34.88,39.86,23.81,7.95,-3.67,-3.21
2019-01-13 07:00:00,5.0,11.06,27.2,-10.69,35.01,40.58,68.59,30.8,-4.03,-3.56
2019-01-13 13:00:00,13.8,20.75,38.0,-4.98,36.89,31.51,0.0,30.8,4.53,5.03
2019-01-13 19:00:00,13.26,20.55,36.86,-6.75,37.9,31.5,0.0,22.86,4.53,5.04
2019-01-14 01:00:00,9.32,16.6,29.77,-9.91,36.09,37.41,65.05,21.68,1.25,1.74
2019-01-14 07:00:00,9.32,16.83,26.04,-8.73,32.0,37.04,60.94,42.0,1.6,2.09
2019-01-14 13:00:00,1.79,8.78,14.27,-13.69,27.87,48.8,100.0,75.33,-5.33,-4.87
2019-01-14 19:00:00,0.43,7.27,9.91,-13.48,23.82,50.75,100.0,86.98,-6.58,-6.13
2019-01-15 01:00:00,1.54,8.43,5.9,-9.12,15.27,49.0,87.23,95.74,-5.49,-5.03
2019-01-15 07:00:00,3.32,10.37,6.65,-6.94,13.61,46.27,67.33,84.85,-3.71,-3.24
2019-01-15 13:00:00,3.8,10.94,7.24,-6.43,13.61,45.39,0.0,51.52,-3.12,-2.65
2019-01-15 19:00:00,5.6,12.98,9.01,-4.79,13.52,42.65,0.0,22.44,-1.22,-0.74
2019-01-16 01:00:00,4.61,12.0,7.99,-5.65,13.48,44.08,22.5,7.5,-1.97,-1.5
2019-01-16 07:00:00,3.17,10.5,6.29,-6.81,13.13,46.45,100.0,40.83,-3.2,-2.73
2019-01-16 13:00:00,2.81,10.13,5.46,-6.88,12.43,46.92,100.0,74.17,-3.43,-2.96
2019-01-16 19:00:00,3.66,11.09,6.14,-5.97,12.1,45.21,60.03,86.68,-2.49,-2.02
2019-01-17 01:00:00,4.77,12.37,7.26,-4.91,12.02,43.05,0.0,53.34,-1.26,-0.78
2019-01-17 07:00:00,5.07,12.78,7.48,-4.59,11.89,42.23,0.0,20.01,-0.79,-0.31
2019-01-17 13:00:00,2.01,9.49,4.34,-7.27,11.78,48.64,100.0,33.33,-3.59,-3.13
2019-01-17 19:00:00,0.94,8.3,3.41,-8.23,11.93,50.77,100.0,66.67,-4.57,-4.11
2019-01-18 01:00:00,3.13,10.67,5.67,-6.15,11.86,46.21,46.6,82.2,-2.39,-1.91
2019-01-18 07:00:00,3.53,11.15,6.06,-5.7,11.73,45.19,34.68,60.43,-1.86,-1.39
2019-01-18 13:00:00,4.57,12.34,6.84,-3.62,10.3,42.99,0.0,27.09,-0.71,-0.23
2019-01-18 19:00:00,3.31,11.02,5.05,-3.41,8.39,45.63,33.93,22.87,-1.77,-1.3
2019-01-19 01:00:00,1.75,9.33,3.39,-4.2,7.63,49.07,100.0,44.64,-3.18,-2.71
2019-01-19 07:00:00,-2.56,4.54,-0.61,-7.96,7.68,58.11,100.0,77.98,-7.39,-6.94
2019-01-19 13:00:00,-3.81,3.01,-1.18,-9.79,9.11,60.64,100.0,100.0,-8.72,-8.28
2019-01-19 19:00:00,-2.08,4.72,0.64,-8.32,9.32,56.36,71.48,90.49,-7.16,-6.71
2019-01-20 01:00:00,-2.31,4.33,0.69,-8.79,9.89,56.99,68.47,79.98,-7.46,-7.02
2019-01-20 07:00:00,3.85,10.96,7.16,-3.1,10.06,44.27,0.0,46.65,-1.49,-1.01
2019-01-20 13:00:00,5.77,13.13,9.51,-1.58,10.67,41.15,0.0,22.82,0.56,1.05
2019-01-20 19:00:00,4.82,12.21,8.78,-2.44,10.87,42.65,9.46,3.15,-0.15,0.33
2019-01-21 01:00:00,4.79,12.25,9.0,-2.55,11.19,42.4,7.9,5.79,-0.0,0.48
2019-01-21 07:00:00,3.39,10.8,7.66,-3.89,11.33,45.14,100.0,39.12,-1.2,-0.72
2019-01-21 13:00:00,3.36,10.8,7.7,-3.97,11.46,44.96,95.39,67.76,-1.11,-0.63
2019-01-21 19:00:00,4.67,12.29,9.31,-2.89,11.82,42.17,0.0,65.13,0.34,0.82
2019-01-22 01:00:00,4.68,12.38,9.56,-2.94,12.11,41.81,0.0,31.8,0.53,1.01
2019-01-22 07:00:00,4.8,12.59,9.96,-2.88,12.39,41.21,0.0,0.0,0.83,1.32
2019-01-22 13:00:00,-0.05,7.3,4.88,-7.37,12.41,52.98,100.0,33.33,-3.84,-3.38
2019-01-22 19:00:00,0.95,8.34,5.82,-6.43,12.28,50.55,79.35,59.78,-2.84,-2.37
2019-01-23 01:00:00,2.19,9.67,7.19,-5.25,12.32,47.62,54.44,77.93,-1.56,-1.08
2019-01-23 07:00:00,1.48,8.88,6.51,-5.84,12.31,49.17,67.61,67.13,-2.19,-1.71
2019-01-23 13:00:00,1.27,8.62,6.37,-5.85,12.18,49.56,36.26,52.77,-2.34,-1.87
2019-01-23 19:00:00,2.66,10.13,7.93,-4.54,12.26,45.99,0.0,34.62,-0.9,-0.42
2019-01-24 01:00:00,3.5,11.07,8.9,-3.88,12.47,43.8,0.0,12.09,0.06,0.54
2019-01-24 07:00:00,1.35,8.74,5.9,-5.6,11.48,49.37,96.71,32.24,-1.97,-1.49
2019-01-24 13:00:00,1.82,9.22,4.99,-4.44,9.4,48.04,73.53,56.75,-1.45,-0.97
2019-01-24 19:00:00,-0.27,6.91,1.91,-5.88,7.95,53.42,100.0,90.08,-3.47,-3.01
2019-01-25 01:00:00,0.48,7.66,1.24,-4.2,5.53,51.29,77.79,83.77,-2.73,-2.26
2019-01-25 07:00:00,2.25,9.55,3.08,-2.47,5.53,46.59,0.0,59.26,-0.93,-0.45
2019-01-25 13:00:00,1.89,9.16,2.77,-2.52,5.28,47.35,11.09,29.63,-1.2,-0.72
2019-01-25 19:00:00,1.87,9.13,2.82,-2.36,5.17,47.21,9.09,6.73,-1.15,-0.67
2019-01-26 01:00:00,1.41,8.61,2.41,-2.6,5.01,48.46,39.85,20.01,-1.54,-1.06
2019-01-26 07:00:00,1.05,8.18,2.13,-2.87,5.02,49.49,100.0,49.64,-1.85,-1.37
2019-01-26 13:00:00,1.29,8.42,2.44,-2.56,5.0,48.52,57.56,65.8,-1.56,-1.09
2019-01-26 19:00:00,2.25,9.44,3.44,-1.41,4.8,45.19,0.0,52.52,-0.54,-0.06
2019-01-27 01:00:00,3.69,11.03,5.12,0.01,4.97,40.74,0.0,19.19,1.0,1.49
2019-01-27 07:00:00,4.4,11.87,6.2,0.6,5.41,38.49,0.0,0.0,1.88,2.37
2019-01-27 13:00:00,1.66,8.92,3.08,-1.9,4.95,47.91,93.88,31.29,-0.73,-0.25
2019-01-27 19:00:00,3.82,11.29,5.38,-0.07,5.31,41.9,36.22,43.37,1.53,2.02
2019-01-28 01:00:00,9.12,17.19,12.41,3.23,8.52,32.06,0.0,43.37,7.07,7.59
2019-01-28 07:00:00,9.19,17.5,13.55,1.99,10.73,31.46,0.0,12.07,7.51,8.03
2019-01-28 13:00:00,10.09,18.72,15.44,1.55,12.81,29.73,0.0,0.0,8.81,9.33
2019-01-28 19:00:00,8.01,16.66,13.77,-1.05,13.94,34.91,42.57,14.19,7.07,7.59
2019-01-29 01:00:00,9.37,18.36,15.95,-0.66,15.43,32.35,50.55,31.04,8.8,9.33
2019-01-29 07:00:00,9.47,18.7,16.45,-1.35,16.55,31.67,37.45,43.52,9.28,9.81
2019-01-29 13:00:00,6.31,15.39,13.06,-4.46,16.79,40.04,100.0,62.67,6.38,6.9
2019-01-29 19:00:00,6.15,15.34,12.4,-4.65,16.41,39.87,97.95,78.47,6.48,6.99
2019-01-30 01:00:00,5.76,15.02,11.51,-5.0,15.98,40.35,100.0,99.32,6.32,6.83
2019-01-30 07:00:00,6.45,15.9,12.07,-4.52,15.98,38.38,77.29,91.75,7.28,7.8
2019-01-30 13:00:00,3.85,13.1,8.91,-6.74,15.49,45.77,100.0,92.43,4.81,5.32
2019-01-30 19:00:00,3.82,13.11,8.41,-6.61,14.89,45.46,95.73,91.0,4.94,5.45
2019-01-31 01:00:00,2.8,12.01,6.73,-7.24,14.01,48.18,100.0,98.58,4.03,4.53
2019-01-31 07:00:00,5.35,14.88,8.59,-4.62,12.95,41.45,31.34,75.69,6.83,7.35
2019-01-31 13:00:00,5.9,15.58,8.3,-3.74,11.77,39.8,0.0,43.78,7.63,8.15
2019-01-31 19:00:00,5.89,15.68,7.55,-3.38,10.7,39.3,0.0,10.45,7.87,8.39
2019-02-01 01:00:00,6.41,16.36,7.63,-2.72,10.11,37.64,0.0,0.0,8.66,9.19
2019-02-01 07:00:00,4.66,14.51,5.45,-4.04,9.43,42.91,100.0,33.33,7.07,7.59
2019-02-01 13:00:00,4.58,14.48,3.84,-3.03,6.84,42.65,94.99,65.0,7.18,7.7
2019-02-01 19:00:00,3.66,13.51,1.91,-3.05,5.0,45.34,100.0,98.33,6.39,6.91
2019-02-02 01:00:00,4.25,14.2,2.66,-2.35,5.0,43.17,71.83,88.94,7.18,7.69
2019-02-02 07:00:00,1.67,11.33,0.5,-4.75,5.36,51.56,100.0,90.61,4.59,5.1
2019-02-02 13:00:00,1.91,11.56,0.97,-4.26,5.32,50.53,88.43,86.75,4.92,5.42
2019-02-02 19:00:00,-0.72,8.57,-0.85,-7.1,6.51,58.27,100.0,96.14,2.18,2.68
2019-02-03 01:00:00,1.69,11.16,1.72,-4.51,6.32,50.34,47.51,78.65,4.73,5.24
2019-02-03 07:00:00,2.17,11.67,2.22,-3.53,5.79,48.74,0.0,49.17,5.32,5.83
2019-02-03 13:00:00,2.61,12.14,2.78,-2.99,5.78,47.22,0.0,15.84,5.88,6.39
2019-02-03 19:00:00,2.79,12.34,3.08,-2.69,5.77,46.38,0.0,0.0,6.19,6.7
2019-02-04 01:00:00,2.78,12.33,3.19,-2.59,5.77,46.06,0.0,0.0,6.29,6.81
2019-02-04 07:00:00,2.09,11.55,2.6,-3.04,5.66,48.25,81.68,27.23,5.67,6.18
2019-02-04 13:00:00,2.34,11.81,2.85,-2.73,5.58,47.09,46.85,42.84,6.02,6.53
2019-02-04 19:00:00,2.35,11.81,2.87,-2.65,5.51,46.69,28.69,52.41,6.14,6.65
2019-02-05 01:00:00,2.09,11.5,2.46,-2.77,5.23,47.46,63.93,46.49,5.95,6.46
2019-02-05 07:00:00,1.73,11.07,2.21,-2.98,5.21,48.76,100.0,64.21,5.65,6.16
2019-02-05 13:00:00,2.45,11.85,3.01,-2.07,5.05,45.38,0.0,54.64,6.5,7.02
2019-02-05 19:00:00,2.54,11.94,3.15,-1.72,4.83,44.61,0.0,33.33,6.7,7.22
2019-02-06 01:00:00,5.15,14.87,6.15,0.73,5.24,35.38,0.0,0.0,9.64,10.17
2019-02-06 07:00:00,5.16,14.97,6.66,0.41,6.04,34.78,0.0,0.0,9.87,10.4
2019-02-06 13:00:00,4.67,14.49,6.52,-0.27,6.59,36.34,14.66,4.89,9.56,10.09
2019-02-06 19:00:00,3.39,13.11,5.38,-1.57,6.81,42.11,74.58,29.75,8.36,8.88
2019-02-07 01:00:00,3.0,12.69,5.12,-1.92,6.93,43.41,100.0,63.08,8.08,8.6
2019-02-07 07:00:00,2.3,11.9,4.29,-2.57,6.81,46.42,100.0,91.53,7.44,7.96
2019-02-07 13:00:00,2.79,12.44,4.74,-2.12,6.77,43.92,75.28,91.76,8.08,8.6
2019-02-07 19:00:00,2.26,11.84,3.37,-2.15,5.48,46.18,94.57,89.95,7.62,8.14
2019-02-08 01:00:00,2.6,12.21,3.51,-1.72,5.19,44.2,26.25,65.36,8.09,8.62
2019-02-08 07:00:00,-0.74,8.44,0.26,-5.04,5.43,58.81,100.0,73.6,4.54,5.04
2019-02-08 13:00:00,-7.95,0.2,-4.44,-14.28,10.86,75.83,100.0,75.42,-3.4,-2.94
2019-02-08 19:00:00,-6.34,1.66,-1.54,-13.74,13.21,69.89,81.22,93.74,-1.98,-1.51
2019-02-09 01:00:00,-5.47,2.33,0.21,-13.51,14.69,67.26,72.88,84.7,-1.31,-0.83
2019-02-09 07:00:00,-7.37,-0.04,-0.65,-16.1,16.86,71.28,73.25,75.78,-3.6,-3.13
2019-02-09 13:00:00,-4.81,2.48,2.63,-14.04,17.68,62.42,0.0,48.71,-1.14,-0.66
2019-02-09 19:00:00,-6.48,0.39,1.6,-15.98,18.95,66.13,41.81,38.35,-3.15,-2.69
2019-02-10 01:00:00,-7.82,-1.38,1.1,-17.75,20.55,69.03,74.6,38.8,-4.87,-4.41
2019-02-10 07:00:00,-5.17,1.23,4.45,-15.48,21.1,60.84,0.0,38.8,-2.35,-1.87
2019-02-10 13:00:00,-5.51,0.61,4.52,-15.8,21.53,61.95,13.54,29.38,-2.93,-2.46
2019-02-10 19:00:00,-9.29,-3.78,1.33,-19.62,23.06,69.15,100.0,37.85,-7.21,-6.76
2019-02-11 01:00:00,-6.42,-1.0,4.84,-16.59,22.76,61.21,4.5,39.35,-4.53,-4.07
2019-02-11 07:00:00,-6.49,-1.34,4.92,-16.01,22.16,61.81,11.69,38.73,-4.88,-4.42
2019-02-11 13:00:00,-7.52,-2.72,3.95,-16.29,21.58,64.17,37.26,17.82,-6.23,-5.78
