timestamp,ema50_dist_xmr_btc_6h,ema200_dist_xmr_btc_6h,upper_bb_dist_xmr_btc_6h,lower_bb_dist_xmr_btc_6h,width_bb_xmr_btc_6h,rsi_xmr_btc_6h,stoch_rsi_fastk_xmr_btc_6h,stoch_rsi_fastd_xmr_btc_6h,kijun_dist_xmr_btc_6h,tenkan_dist_xmr_btc_6h
2018-11-05 01:00:00,,,0.43,-6.88,7.56,64.39,41.12,80.37,-25.77,-24.26
2018-11-05 07:00:00,,,-0.3,-8.54,8.62,68.77,50.38,63.84,-26.89,-25.4
2018-11-05 13:00:00,,,1.56,-7.2,9.01,60.86,0.0,30.5,-25.79,-24.28
2018-11-05 19:00:00,,,0.67,-8.65,9.7,65.17,32.65,27.68,-26.89,-25.4
2018-11-06 01:00:00,-6.9,,-0.0,-10.02,10.54,68.89,100.0,44.22,-27.97,-26.5
2018-11-06 07:00:00,-4.49,,2.65,-7.58,10.48,58.23,0.0,44.22,-26.24,-24.74
2018-11-06 13:00:00,-4.06,,3.02,-6.82,10.03,57.12,0.0,33.33,-26.04,-24.53
2018-11-06 19:00:00,-5.3,,1.76,-7.87,9.93,61.48,37.04,12.35,-27.16,-25.67
2018-11-07 01:00:00,-3.31,,3.71,-5.52,9.31,53.99,0.0,12.35,-25.73,-24.21
2018-11-07 07:00:00,-1.89,,4.99,-3.74,8.68,49.49,0.0,12.35,-24.7,-23.17
2018-11-07 13:00:00,-1.66,,5.1,-3.33,8.36,48.96,0.0,0.0,-24.58,-23.04
2018-11-07 19:00:00,-2.72,,3.82,-4.16,7.99,52.87,31.27,10.42,-25.47,-23.95
2018-11-08 01:00:00,-2.8,,3.45,-3.8,7.26,53.54,90.94,40.74,-25.63,-24.11
2018-11-08 07:00:00,-2.18,,3.84,-2.8,6.61,51.47,54.81,59.01,-25.22,-23.69
2018-11-08 13:00:00,-1.14,,4.72,-1.45,6.08,47.79,0.0,48.58,-24.46,-22.92
2018-11-08 19:00:00,-1.1,,4.67,-1.36,5.94,47.81,0.41,18.41,-24.46,-22.92
2018-11-09 01:00:00,0.08,,5.9,-0.15,5.89,43.63,0.0,0.14,-23.56,-22.0
2018-11-09 07:00:00,-1.38,,4.28,-1.6,5.8,49.72,77.74,26.05,-24.72,-23.18
2018-11-09 13:00:00,0.47,,6.41,-0.22,6.43,43.49,0.0,25.91,-23.29,-21.72
2018-11-09 19:00:00,-0.49,,5.19,-1.4,6.46,47.2,59.53,45.76,-24.04,-22.49
2018-11-10 01:00:00,0.21,,5.96,-1.04,6.83,44.92,22.86,27.47,-23.5,-21.94
2018-11-10 07:00:00,0.8,,6.46,-0.77,7.03,42.95,0.0,27.47,-23.02,-21.45
2018-11-10 13:00:00,1.0,,6.72,-0.95,7.46,42.2,0.0,7.62,-22.84,-21.26
2018-11-10 19:00:00,1.66,,7.27,-0.66,7.67,39.93,0.0,-0.0,-22.28,-20.7
2018-11-11 01:00:00,3.24,,8.57,0.56,7.67,35.23,0.0,-0.0,-20.97,-19.36
2018-11-11 07:00:00,2.66,,7.94,-0.43,8.07,37.39,27.98,9.33,-21.33,-19.73
2018-11-11 13:00:00,2.03,,7.12,-1.29,8.18,39.93,67.38,31.79,-21.75,-20.16
2018-11-11 19:00:00,-0.22,,3.97,-3.2,7.14,49.28,100.0,65.12,-23.48,-21.92
2018-11-12 01:00:00,0.14,,3.98,-2.82,6.76,47.97,90.66,86.01,-23.21,-21.64
2018-11-12 07:00:00,0.47,,4.18,-2.56,6.68,46.7,78.28,89.65,-22.94,-21.37
2018-11-12 13:00:00,-0.01,,3.54,-3.05,6.57,48.73,94.07,87.67,-23.31,-21.74
2018-11-12 19:00:00,0.79,,4.01,-2.22,6.17,45.47,0.0,57.45,-22.67,-21.09
2018-11-13 01:00:00,0.72,,3.44,-2.13,5.54,45.67,6.09,33.39,-22.7,-21.12
2018-11-13 07:00:00,0.82,,3.12,-1.9,4.99,45.14,0.0,2.03,-22.6,-21.02
2018-11-13 13:00:00,1.36,,3.49,-1.37,4.8,42.65,0.0,2.03,-22.14,-20.55
2018-11-13 19:00:00,0.3,,2.13,-2.31,4.45,48.03,100.0,33.33,-22.94,-21.37
2018-11-14 01:00:00,0.72,,2.49,-1.9,4.38,46.05,63.09,54.36,-22.6,-21.02
2018-11-14 07:00:00,1.66,,3.06,-0.84,3.86,41.86,0.0,54.36,-21.82,-20.23
2018-11-14 13:00:00,4.13,,6.04,0.96,4.91,33.6,0.0,21.03,-19.8,-18.16
2018-11-14 19:00:00,4.45,,6.61,0.79,5.61,32.32,0.0,0.0,-19.41,-17.76
2018-11-15 01:00:00,4.83,,7.33,0.61,6.46,30.9,0.0,0.0,-18.97,-17.31
2018-11-15 07:00:00,4.56,,7.33,-0.07,7.14,31.35,4.14,1.38,-19.03,-17.38
2018-11-15 13:00:00,5.96,,9.27,0.58,8.28,27.42,0.0,1.38,-17.76,-16.08
2018-11-15 19:00:00,4.41,,7.89,-1.18,8.78,34.74,100.0,34.71,-18.82,-17.16
2018-11-16 01:00:00,3.52,,7.15,-2.13,9.05,38.51,100.0,66.67,-19.4,-17.76
2018-11-16 07:00:00,4.04,,7.9,-1.84,9.46,36.44,81.35,93.78,-18.87,-17.21
2018-11-16 13:00:00,3.83,,7.83,-2.23,9.78,36.69,83.57,88.31,-18.91,-17.25
2018-11-16 19:00:00,4.34,,8.2,-1.91,9.8,34.57,0.0,54.98,-18.37,-16.71
2018-11-17 01:00:00,4.14,,7.81,-2.21,9.74,34.76,5.0,29.53,-18.4,-16.73
2018-11-17 07:00:00,5.21,,8.85,-1.44,9.93,30.94,0.0,1.67,-17.39,-15.71
2018-11-17 13:00:00,4.53,,7.82,-2.11,9.65,33.95,52.27,19.09,-17.78,-16.1
2018-11-17 19:00:00,1.88,,4.73,-4.45,9.16,47.19,100.0,50.76,-19.8,-18.17
2018-11-18 01:00:00,0.64,,3.09,-5.44,8.63,52.23,100.0,84.09,-20.76,-19.14
2018-11-18 07:00:00,1.25,,3.3,-4.65,8.01,49.44,86.88,95.63,-20.24,-18.61
2018-11-18 13:00:00,1.35,,3.07,-4.39,7.5,48.8,81.21,89.36,-20.12,-18.49
2018-11-18 19:00:00,1.44,,2.47,-3.88,6.4,48.15,19.02,62.37,-20.0,-18.37
2018-11-19 01:00:00,3.52,,3.88,-1.49,5.31,39.73,0.0,33.41,-18.24,-16.58
2018-11-19 07:00:00,7.08,,7.6,1.45,5.89,30.4,0.0,6.34,-15.21,-13.48
2018-11-19 13:00:00,8.82,,10.39,2.0,7.9,26.86,0.0,0.0,-13.54,-11.78
2018-11-19 19:00:00,5.56,,7.3,-1.26,8.31,38.15,53.04,17.68,-15.95,-14.24
2018-11-20 01:00:00,7.67,,10.02,0.13,9.42,33.66,52.79,35.28,-14.03,-12.27
2018-11-20 07:00:00,5.96,,8.5,-1.7,9.86,38.37,100.0,68.61,-15.2,-13.47
2018-11-20 13:00:00,6.98,,10.02,-1.09,10.63,35.91,78.56,77.12,-14.15,-12.4
2018-11-20 19:00:00,6.33,,9.58,-1.96,11.12,37.21,75.24,84.6,-14.46,-12.72
2018-11-21 01:00:00,6.1,,9.42,-2.38,11.4,37.18,74.62,76.14,-14.45,-12.71
2018-11-21 07:00:00,5.96,,9.38,-2.69,11.68,36.94,41.88,63.91,-14.37,-12.62
2018-11-21 13:00:00,3.17,,6.4,-5.21,11.54,46.36,100.0,72.17,-16.52,-14.82
2018-11-21 19:00:00,5.01,,8.35,-3.59,11.66,41.23,45.54,62.48,-14.86,-13.13
2018-11-22 01:00:00,2.79,,6.0,-5.57,11.54,47.66,100.0,81.85,-16.57,-14.87
2018-11-22 07:00:00,3.21,,6.49,-5.14,11.55,46.22,86.56,77.37,-16.12,-14.41
2018-11-22 13:00:00,3.43,,6.72,-4.91,11.53,45.25,62.58,83.05,-15.83,-14.11
2018-11-22 19:00:00,3.43,,6.32,-4.74,10.97,44.87,56.67,68.6,-15.72,-14.0
2018-11-23 01:00:00,3.59,,5.69,-4.18,9.79,43.98,0.0,39.75,-15.47,-13.74
2018-11-23 07:00:00,3.62,,4.95,-3.71,8.6,43.44,0.0,18.89,-15.32,-13.59
2018-11-23 13:00:00,4.73,,5.19,-2.15,7.22,39.67,0.0,0.0,-14.26,-12.51
2018-11-23 19:00:00,1.44,,0.84,-4.45,5.38,51.2,100.0,33.33,-16.9,-15.21
2018-11-24 01:00:00,1.58,,0.56,-3.96,4.6,50.52,94.09,64.7,-16.73,-15.03
2018-11-24 07:00:00,2.45,,1.58,-3.03,4.64,47.36,66.74,86.94,-15.94,-14.23
2018-11-24 13:00:00,2.68,,1.85,-2.38,4.24,46.26,57.19,72.67,-15.66,-13.94
2018-11-24 19:00:00,2.79,,2.03,-2.17,4.2,45.53,0.0,41.31,-15.47,-13.75
2018-11-25 01:00:00,4.14,,3.51,-0.69,4.13,40.87,0.0,19.06,-14.23,-12.48
2018-11-25 07:00:00,4.76,,4.43,-0.21,4.55,38.61,0.0,0.0,-13.55,-11.79
2018-11-25 13:00:00,9.06,,10.15,2.66,7.05,29.21,0.0,0.0,-9.7,-7.86
2018-11-25 19:00:00,6.1,,7.61,-0.39,7.71,38.45,56.63,18.88,-11.95,-10.15
2018-11-26 01:00:00,4.48,,6.18,-1.92,7.93,42.89,100.0,52.21,-13.14,-11.37
2018-11-26 07:00:00,7.55,,10.0,0.4,9.13,36.36,52.29,69.64,-10.33,-8.5
2018-11-26 13:00:00,6.21,,8.77,-1.15,9.56,39.51,75.29,75.86,-11.24,-9.43
2018-11-26 19:00:00,7.79,,10.97,-0.25,10.66,36.18,0.0,42.53,-9.66,-7.81
2018-11-27 01:00:00,6.1,,9.25,-2.01,10.87,40.26,60.89,45.39,-10.86,-9.04
2018-11-27 07:00:00,6.26,,9.45,-2.09,11.13,39.48,80.72,47.2,-10.51,-8.69
2018-11-27 13:00:00,4.09,,7.09,-4.07,10.99,45.22,100.0,80.53,-12.2,-10.41
2018-11-27 19:00:00,0.47,,3.31,-7.36,10.89,54.11,100.0,93.57,-15.23,-13.5
2018-11-28 01:00:00,1.04,,3.83,-6.78,10.77,52.5,89.01,96.34,-14.72,-12.98
2018-11-28 07:00:00,2.04,,4.76,-5.78,10.59,49.74,70.12,86.38,-13.8,-12.05
2018-11-28 13:00:00,1.2,,3.98,-6.5,10.61,51.73,73.21,77.45,-14.47,-12.72
2018-11-28 19:00:00,1.02,,3.38,-6.46,9.99,52.1,54.1,65.81,-14.59,-12.85
2018-11-29 01:00:00,1.12,,3.07,-6.14,9.35,51.67,70.0,65.77,-14.47,-12.72
2018-11-29 07:00:00,3.07,,4.74,-4.14,8.85,45.83,0.0,41.37,-12.71,-10.93
2018-11-29 13:00:00,4.74,,6.19,-2.51,8.54,41.48,0.0,23.33,-11.13,-9.32
2018-11-29 19:00:00,4.93,,6.13,-2.24,8.22,40.63,0.0,0.0,-10.8,-8.98
2018-11-30 01:00:00,4.65,,5.8,-2.49,8.16,40.95,2.89,0.96,-10.88,-9.06
2018-11-30 07:00:00,4.17,,5.34,-2.9,8.14,42.04,27.02,9.97,-11.14,-9.33
2018-11-30 13:00:00,4.1,,5.36,-2.58,7.83,41.76,80.39,36.77,-11.06,-9.24
2018-11-30 19:00:00,2.83,,4.2,-3.65,7.83,46.13,100.0,69.14,-12.04,-10.25
2018-12-01 01:00:00,2.34,,3.73,-4.04,7.78,47.61,100.0,93.46,-12.38,-10.59
2018-12-01 07:00:00,1.89,,3.36,-4.14,7.53,49.03,100.0,100.0,-12.7,-10.92
2018-12-01 13:00:00,4.21,,5.92,-1.89,7.66,41.12,0.0,66.67,-10.56,-8.74
2018-12-01 19:00:00,4.17,,5.97,-1.61,7.42,40.77,0.0,33.33,-10.46,-8.63
2018-12-02 01:00:00,2.76,,4.64,-2.74,7.3,45.92,62.35,20.78,-11.57,-9.76
2018-12-02 07:00:00,3.77,,5.81,-1.63,7.29,42.36,19.16,27.17,-10.57,-8.74
2018-12-02 13:00:00,1.84,,3.92,-3.39,7.29,49.19,100.0,60.5,-12.16,-10.37
2018-12-02 19:00:00,3.15,,4.86,-2.0,6.76,44.73,47.07,55.41,-10.92,-9.11
2018-12-03 01:00:00,2.56,,3.89,-2.39,6.23,46.49,60.53,69.2,-11.35,-9.54
2018-12-03 07:00:00,2.06,,3.2,-2.76,5.94,48.03,83.11,63.57,-11.71,-9.91
2018-12-03 13:00:00,4.53,,5.49,-0.41,5.75,40.26,0.0,47.88,-9.4,-7.56
2018-12-03 19:00:00,3.81,,4.28,-0.86,5.05,42.37,27.11,36.74,-9.9,-8.06
2018-12-04 01:00:00,3.69,,3.54,-0.6,4.08,42.26,25.77,17.63,-9.87,-8.03
2018-12-04 07:00:00,2.47,,2.15,-1.62,3.76,46.65,82.16,45.01,-10.84,-9.02
2018-12-04 13:00:00,2.42,,2.19,-1.59,3.77,46.47,97.31,68.41,-10.8,-8.98
2018-12-04 19:00:00,1.32,,1.22,-2.56,3.81,50.59,100.0,93.16,-11.71,-9.91
2018-12-05 01:00:00,3.49,,3.57,-0.53,4.04,42.85,7.02,68.11,-9.7,-7.86
2018-12-05 07:00:00,2.82,,3.01,-1.16,4.13,44.96,27.37,44.8,-10.18,-8.35
2018-12-05 13:00:00,5.48,,6.25,0.87,5.2,37.3,0.0,11.46,-7.67,-5.78
2018-12-05 19:00:00,5.29,,6.37,0.31,5.87,37.23,0.0,9.12,-7.64,-5.75
2018-12-06 01:00:00,5.79,,7.13,0.38,6.5,35.49,0.0,0.0,-6.99,-5.09
2018-12-06 07:00:00,6.61,,8.19,0.69,7.19,33.07,0.0,0.0,-6.04,-4.12
2018-12-06 13:00:00,8.86,,11.51,1.73,9.18,28.24,0.0,0.0,-3.73,-1.77
2018-12-06 19:00:00,8.57,,11.97,0.63,10.67,28.14,0.0,0.0,-3.68,-1.72
2018-12-07 01:00:00,7.88,,11.58,-0.56,11.51,29.79,22.37,7.46,-4.01,-2.05
2018-12-07 07:00:00,8.78,,13.05,-0.43,12.68,27.49,0.0,7.46,-2.89,-0.91
2018-12-07 13:00:00,8.15,,12.42,-1.4,13.1,28.88,60.5,27.62,-3.15,-1.18
2018-12-07 19:00:00,3.7,,7.59,-5.41,12.86,45.83,100.0,53.5,-7.01,-5.11
2018-12-08 01:00:00,2.1,,5.62,-6.73,12.42,50.56,100.0,86.83,-8.36,-6.49
2018-12-08 07:00:00,4.42,,7.6,-4.46,11.88,43.8,70.73,90.24,-6.11,-4.2
2018-12-08 13:00:00,7.13,,10.58,-2.26,12.33,37.64,40.42,70.38,-3.42,-1.45
2018-12-08 19:00:00,7.87,,11.48,-1.92,12.79,35.78,0.0,37.05,-2.46,-0.47
2018-12-09 01:00:00,7.19,,10.76,-2.73,12.97,36.99,8.2,16.21,-2.81,-0.82
2018-12-09 07:00:00,6.02,,9.11,-3.7,12.48,39.98,52.31,20.17,-3.65,-1.69
2018-12-09 13:00:00,6.23,,8.82,-3.35,11.84,38.98,76.1,45.54,-3.23,-1.25
2018-12-09 19:00:00,5.25,,6.76,-3.66,10.27,41.59,100.0,76.14,-3.93,-1.97
2018-12-10 01:00:00,6.42,,7.47,-2.37,9.6,38.3,28.35,68.15,-2.61,-0.63
2018-12-10 07:00:00,4.51,,4.61,-3.51,8.07,44.05,100.0,76.12,-4.19,-2.24
2018-12-10 13:00:00,8.39,,8.59,-0.17,8.41,35.53,0.0,42.78,-0.33,1.7
2018-12-10 19:00:00,8.26,,8.45,-0.44,8.55,35.17,0.0,33.33,-0.13,1.9
2018-12-11 01:00:00,8.36,,8.62,-0.54,8.8,34.4,0.0,0.0,0.28,2.32
2018-12-11 07:00:00,8.65,,9.14,-0.56,9.31,33.27,0.0,0.0,0.87,2.93
2018-12-11 13:00:00,9.42,,10.53,-0.33,10.33,31.32,0.0,0.0,1.94,4.02
2018-12-11 19:00:00,9.26,,10.9,-0.89,11.23,30.95,0.0,0.0,2.14,4.22
2018-12-12 01:00:00,7.75,,9.62,-2.43,11.63,35.48,100.0,33.33,1.02,3.08
2018-12-12 07:00:00,6.54,,8.62,-3.55,11.86,38.96,100.0,66.67,0.14,2.18
2018-12-12 13:00:00,6.98,,9.3,-3.24,12.16,37.28,79.09,93.03,0.82,2.88
2018-12-12 19:00:00,6.92,,8.72,-3.1,11.5,36.77,72.66,83.92,1.03,3.09
2018-12-13 01:00:00,7.06,,7.68,-2.32,9.74,35.75,7.55,53.1,1.43,3.5
2018-12-13 07:00:00,7.8,,7.89,-1.4,8.99,33.29,0.0,26.74,2.44,4.53
2018-12-13 13:00:00,6.63,21.88,6.66,-2.4,8.87,37.22,98.31,35.29,1.59,3.66
2018-12-13 19:00:00,7.67,23.19,7.86,-1.57,9.14,33.97,17.21,38.51,2.87,4.97
2018-12-14 01:00:00,4.37,19.43,4.44,-4.4,8.84,45.94,100.0,71.84,-0.11,1.93
2018-12-14 07:00:00,3.97,18.96,3.7,-4.46,8.2,46.75,100.0,72.4,-0.34,1.7
2018-12-14 13:00:00,4.37,19.43,3.8,-3.8,7.6,44.97,86.02,95.34,0.22,2.26
2018-12-14 19:00:00,9.89,25.95,9.33,1.0,7.92,32.21,0.0,62.01,5.91,8.07
2018-12-15 01:00:00,10.09,26.38,9.82,0.73,8.63,31.29,0.0,28.67,6.49,8.67
2018-12-15 07:00:00,9.66,26.08,8.92,0.44,8.1,31.42,0.83,0.28,6.46,8.63
2018-12-15 13:00:00,8.94,25.42,8.54,-0.48,8.67,32.7,10.34,3.72,6.12,8.29
2018-12-15 19:00:00,8.61,25.19,8.45,-0.98,9.09,32.67,97.54,36.24,6.14,8.3
2018-12-16 01:00:00,6.12,22.38,5.97,-3.16,9.0,41.18,100.0,69.3,3.95,6.07
2018-12-16 07:00:00,6.38,22.76,6.32,-2.86,9.03,39.89,86.81,94.78,4.46,6.59
2018-12-16 13:00:00,6.61,23.1,6.76,-2.64,9.21,38.65,70.34,85.72,4.95,7.09
2018-12-16 19:00:00,7.18,23.86,7.6,-2.18,9.52,36.56,45.68,67.61,5.8,7.96
2018-12-17 01:00:00,6.36,22.98,6.81,-2.9,9.53,38.89,50.47,55.5,5.24,7.39
2018-12-17 07:00:00,4.68,21.04,4.93,-4.23,9.12,44.76,100.0,65.39,3.77,5.89
2018-12-17 13:00:00,4.22,20.5,4.35,-4.47,8.82,45.87,100.0,83.49,3.48,5.59
2018-12-17 19:00:00,4.14,20.4,4.17,-4.36,8.53,45.55,96.58,98.86,3.58,5.69
2018-12-18 01:00:00,3.79,19.98,3.76,-4.52,8.3,46.39,100.0,98.86,3.38,5.49
2018-12-18 07:00:00,3.19,19.24,3.24,-4.95,8.26,48.47,100.0,98.86,2.92,5.01
2018-12-18 13:00:00,2.76,18.68,2.78,-5.21,8.09,49.93,100.0,100.0,2.59,4.69
2018-12-18 19:00:00,0.91,16.43,1.27,-6.96,8.48,57.32,100.0,100.0,0.79,2.85
2018-12-19 01:00:00,-0.53,14.59,-0.07,-8.4,8.7,62.36,100.0,100.0,-0.68,1.35
2018-12-19 07:00:00,0.11,15.18,0.51,-7.76,8.59,59.03,76.01,92.0,-0.03,2.01
2018-12-19 13:00:00,1.26,16.4,1.53,-6.57,8.31,53.43,28.2,68.07,1.17,3.23
2018-12-19 19:00:00,3.36,18.78,3.79,-4.29,8.1,45.13,0.0,34.74,3.4,5.51
2018-12-20 01:00:00,2.49,17.72,3.04,-4.65,7.74,48.07,17.05,15.08,2.63,4.73
2018-12-20 07:00:00,0.85,15.72,1.59,-5.79,7.55,53.78,62.22,26.42,1.03,3.09
2018-12-20 13:00:00,-1.08,13.32,0.12,-7.49,7.91,59.86,100.0,59.76,-0.95,1.07
2018-12-20 19:00:00,-4.67,8.9,-2.21,-11.5,9.97,68.83,100.0,87.41,-4.74,-2.8
2018-12-21 01:00:00,-2.29,11.4,0.79,-9.42,10.67,59.98,57.35,85.78,-2.45,-0.46
2018-12-21 07:00:00,-2.91,10.45,0.73,-10.07,11.33,61.67,52.41,69.92,-3.19,-1.22
2018-12-21 13:00:00,-0.82,12.67,3.07,-7.79,11.12,54.83,0.0,36.59,-1.13,0.88
2018-12-21 19:00:00,-3.98,8.8,0.3,-10.59,11.48,62.19,52.6,35.0,-4.45,-2.5
2018-12-22 01:00:00,-1.76,11.13,2.71,-8.03,11.04,55.8,13.09,21.9,-2.31,-0.31
2018-12-22 07:00:00,-2.18,10.45,2.45,-8.15,10.92,56.91,28.2,31.3,-2.81,-0.83
2018-12-22 13:00:00,-1.35,11.21,3.39,-7.01,10.59,54.67,0.0,13.76,-2.04,-0.05
2018-12-22 19:00:00,-0.43,12.1,4.29,-5.68,10.04,52.15,0.0,9.4,-1.16,0.86
2018-12-23 01:00:00,-3.3,8.63,1.47,-8.12,9.92,59.1,100.0,33.33,-4.14,-2.18
2018-12-23 07:00:00,-4.37,7.16,0.68,-9.01,10.12,61.68,100.0,66.67,-5.37,-3.44
2018-12-23 13:00:00,-3.15,8.29,2.04,-7.52,9.83,58.22,63.72,87.91,-4.3,-2.34
2018-12-23 19:00:00,-2.9,8.35,2.43,-7.16,9.82,57.81,59.35,74.36,-4.17,-2.21
2018-12-24 01:00:00,-4.26,6.58,1.33,-8.63,10.34,61.33,90.91,71.32,-5.68,-3.75
2018-12-24 07:00:00,-3.86,6.79,1.98,-8.25,10.56,60.43,67.87,72.71,-5.43,-3.5
2018-12-24 13:00:00,-7.34,2.56,-0.9,-11.97,11.83,68.27,100.0,86.26,-9.15,-7.3
2018-12-24 19:00:00,-5.33,4.5,1.21,-9.42,11.08,61.91,39.19,69.02,-7.4,-5.51
2018-12-25 01:00:00,0.19,10.49,6.69,-3.25,9.77,48.12,0.0,46.4,-1.99,0.01
2018-12-25 07:00:00,0.22,10.43,6.46,-2.65,8.95,48.04,0.0,13.06,-1.95,0.05
2018-12-25 13:00:00,1.37,11.65,7.76,-1.51,8.99,45.64,0.0,-0.0,-0.77,1.25
2018-12-25 19:00:00,-1.78,8.01,4.27,-4.66,8.95,52.59,42.75,14.25,-3.93,-1.97
2018-12-26 01:00:00,-1.41,8.27,4.62,-4.26,8.86,51.88,89.77,44.17,-3.62,-1.66
2018-12-26 07:00:00,1.7,11.65,8.09,-1.54,9.32,45.38,0.0,44.17,-0.52,1.51
2018-12-26 13:00:00,2.84,12.89,9.59,-0.69,9.84,43.18,0.0,29.92,0.71,2.77
2018-12-26 19:00:00,1.5,11.38,8.19,-2.28,10.17,46.05,30.51,10.17,-0.54,1.49
2018-12-27 01:00:00,4.22,14.41,11.6,-0.3,11.27,41.06,0.0,10.17,2.3,4.38
2018-12-27 07:00:00,3.96,14.15,11.71,-1.13,12.19,41.3,4.64,11.72,2.2,4.28
2018-12-27 13:00:00,4.41,14.71,12.64,-1.27,13.16,40.22,0.0,1.55,2.82,4.92
2018-12-27 19:00:00,6.31,16.91,15.42,-0.3,14.61,36.8,0.0,1.55,4.95,7.09
2018-12-28 01:00:00,6.66,17.41,16.29,-0.93,15.99,35.89,0.0,-0.0,5.56,7.71
2018-12-28 07:00:00,0.28,10.3,8.95,-6.93,15.71,50.42,100.0,33.33,-0.74,1.29
2018-12-28 13:00:00,0.73,10.72,9.18,-6.62,15.6,49.46,93.38,64.46,-0.27,1.77
2018-12-28 19:00:00,1.26,11.24,9.51,-6.24,15.5,48.27,85.22,92.87,0.31,2.35
2018-12-29 01:00:00,2.69,12.8,10.57,-5.02,15.16,45.23,64.3,80.97,1.83,3.91
2018-12-29 07:00:00,3.41,13.61,10.87,-4.46,14.85,43.61,0.0,49.84,2.68,4.78
2018-12-29 13:00:00,2.9,13.05,8.45,-4.07,12.25,44.58,16.52,26.94,2.3,4.38
